Client_ID,Asset_Type,Ticker,Quantity,Sector
C0336,Stock,HDFCBANK.NS,9,Banking
C0336,Stock,INFY.NS,35,IT
C0336,Stock,RELIANCE.NS,20,Energy
C0336,Bond,NA,68546,Debt
C0336,Cash,NA,37047,Liquid
C0337,Stock,HINDUNILVR.NS,5,FMCG
C0337,Stock,RELIANCE.NS,50,Energy
C0337,ETF,NIFTYBEES.NS,40,Index
C0337,ETF,GOLDBEES.NS,47,Commodity
C0337,Stock,TATAMOTORS.NS,18,Auto
C0337,Stock,ICICIBANK.NS,26,Banking
C0337,Bond,NA,25202,Debt
C0337,Cash,NA,39814,Liquid
C0338,Stock,INFY.NS,49,IT
C0338,Stock,HDFCBANK.NS,28,Banking
C0338,Stock,ICICIBANK.NS,24,Banking
C0338,ETF,GOLDBEES.NS,50,Commodity
C0338,Bond,NA,78022,Debt
C0338,Cash,NA,17636,Liquid
C0339,Stock,INFY.NS,6,IT
C0339,Stock,HDFCBANK.NS,23,Banking
C0339,Stock,HINDUNILVR.NS,33,FMCG
C0339,Stock,TCS.NS,19,IT
C0339,Bond,NA,68264,Debt
C0339,Cash,NA,44509,Liquid
C0340,Stock,SUNPHARMA.NS,15,Pharma
C0340,Stock,RELIANCE.NS,16,Energy
C0340,ETF,NIFTYBEES.NS,8,Index
C0340,Stock,TCS.NS,42,IT
C0340,Stock,INFY.NS,46,IT
C0340,Bond,NA,38751,Debt
C0340,Cash,NA,31537,Liquid
C0341,ETF,GOLDBEES.NS,45,Commodity
C0341,Stock,SUNPHARMA.NS,39,Pharma
C0341,Stock,HDFCBANK.NS,26,Banking
C0341,Bond,NA,54754,Debt
C0341,Cash,NA,48068,Liquid
C0342,Stock,SUNPHARMA.NS,47,Pharma
C0342,Stock,HINDUNILVR.NS,21,FMCG
C0342,Stock,RELIANCE.NS,22,Energy
C0342,Stock,ICICIBANK.NS,18,Banking
C0342,Bond,NA,55564,Debt
C0342,Cash,NA,30387,Liquid
C0343,Stock,HINDUNILVR.NS,45,FMCG
C0343,ETF,GOLDBEES.NS,5,Commodity
C0343,Stock,TCS.NS,17,IT
C0343,Stock,RELIANCE.NS,9,Energy
C0343,Bond,NA,92363,Debt
C0343,Cash,NA,15393,Liquid
C0344,ETF,GOLDBEES.NS,46,Commodity
C0344,Stock,TCS.NS,38,IT
C0344,Stock,ICICIBANK.NS,10,Banking
C0344,Bond,NA,42366,Debt
C0344,Cash,NA,47695,Liquid
C0345,Stock,TATAMOTORS.NS,29,Auto
C0345,Stock,RELIANCE.NS,21,Energy
C0345,Stock,ICICIBANK.NS,12,Banking
C0345,ETF,NIFTYBEES.NS,32,Index
C0345,ETF,GOLDBEES.NS,31,Commodity
C0345,Bond,NA,86254,Debt
C0345,Cash,NA,41902,Liquid
C0346,ETF,GOLDBEES.NS,24,Commodity
C0346,Stock,INFY.NS,30,IT
C0346,Stock,RELIANCE.NS,46,Energy
C0346,Bond,NA,50003,Debt
C0346,Cash,NA,25970,Liquid
C0347,ETF,NIFTYBEES.NS,20,Index
C0347,Stock,INFY.NS,37,IT
C0347,Stock,TCS.NS,7,IT
C0347,Bond,NA,36512,Debt
C0347,Cash,NA,16423,Liquid
C0348,ETF,NIFTYBEES.NS,41,Index
C0348,Stock,TATAMOTORS.NS,19,Auto
C0348,Stock,INFY.NS,49,IT
C0348,ETF,GOLDBEES.NS,39,Commodity
C0348,Bond,NA,93627,Debt
C0348,Cash,NA,37386,Liquid
C0349,Stock,RELIANCE.NS,48,Energy
C0349,ETF,GOLDBEES.NS,21,Commodity
C0349,Stock,ICICIBANK.NS,32,Banking
C0349,Stock,HINDUNILVR.NS,36,FMCG
C0349,Stock,INFY.NS,19,IT
C0349,Bond,NA,24024,Debt
C0349,Cash,NA,16178,Liquid
C0350,Stock,SUNPHARMA.NS,17,Pharma
C0350,Stock,RELIANCE.NS,43,Energy
C0350,Stock,TCS.NS,31,IT
C0350,Stock,INFY.NS,17,IT
C0350,Stock,HINDUNILVR.NS,13,FMCG
C0350,Bond,NA,48048,Debt
C0350,Cash,NA,41701,Liquid
C0351,Stock,ICICIBANK.NS,38,Banking
C0351,Stock,HINDUNILVR.NS,22,FMCG
C0351,ETF,NIFTYBEES.NS,30,Index
C0351,Bond,NA,96235,Debt
C0351,Cash,NA,13867,Liquid
C0352,ETF,NIFTYBEES.NS,45,Index
C0352,Stock,SUNPHARMA.NS,6,Pharma
C0352,Stock,HINDUNILVR.NS,7,FMCG
C0352,ETF,GOLDBEES.NS,12,Commodity
C0352,Bond,NA,46807,Debt
C0352,Cash,NA,25979,Liquid
C0353,ETF,NIFTYBEES.NS,45,Index
C0353,Stock,RELIANCE.NS,7,Energy
C0353,Stock,SUNPHARMA.NS,34,Pharma
C0353,ETF,GOLDBEES.NS,23,Commodity
C0353,Stock,TATAMOTORS.NS,36,Auto
C0353,Stock,ICICIBANK.NS,5,Banking
C0353,Bond,NA,81227,Debt
C0353,Cash,NA,13004,Liquid
C0354,Stock,RELIANCE.NS,46,Energy
C0354,ETF,GOLDBEES.NS,30,Commodity
C0354,ETF,NIFTYBEES.NS,8,Index
C0354,Stock,TATAMOTORS.NS,27,Auto
C0354,Stock,HDFCBANK.NS,42,Banking
C0354,Stock,ICICIBANK.NS,24,Banking
C0354,Bond,NA,57565,Debt
C0354,Cash,NA,30087,Liquid
C0355,ETF,GOLDBEES.NS,9,Commodity
C0355,Stock,INFY.NS,32,IT
C0355,Stock,SUNPHARMA.NS,13,Pharma
C0355,ETF,NIFTYBEES.NS,16,Index
C0355,Stock,RELIANCE.NS,30,Energy
C0355,Bond,NA,93530,Debt
C0355,Cash,NA,22968,Liquid
C0356,Stock,SUNPHARMA.NS,39,Pharma
C0356,Stock,HDFCBANK.NS,28,Banking
C0356,ETF,GOLDBEES.NS,46,Commodity
C0356,Bond,NA,63332,Debt
C0356,Cash,NA,43594,Liquid
C0357,Stock,HINDUNILVR.NS,28,FMCG
C0357,Stock,SUNPHARMA.NS,34,Pharma
C0357,Stock,TCS.NS,13,IT
C0357,Stock,TATAMOTORS.NS,30,Auto
C0357,Bond,NA,84735,Debt
C0357,Cash,NA,34210,Liquid
C0358,Stock,TCS.NS,18,IT
C0358,Stock,SUNPHARMA.NS,18,Pharma
C0358,Stock,ICICIBANK.NS,50,Banking
C0358,Stock,HDFCBANK.NS,14,Banking
C0358,Stock,INFY.NS,14,IT
C0358,Stock,TATAMOTORS.NS,50,Auto
C0358,Bond,NA,61661,Debt
C0358,Cash,NA,43753,Liquid
C0359,Stock,SUNPHARMA.NS,12,Pharma
C0359,Stock,TCS.NS,50,IT
C0359,ETF,GOLDBEES.NS,7,Commodity
C0359,Bond,NA,40863,Debt
C0359,Cash,NA,20904,Liquid
C0360,ETF,NIFTYBEES.NS,40,Index
C0360,Stock,HDFCBANK.NS,30,Banking
C0360,Stock,SUNPHARMA.NS,25,Pharma
C0360,Stock,TATAMOTORS.NS,25,Auto
C0360,Bond,NA,25276,Debt
C0360,Cash,NA,47097,Liquid
C0361,Stock,HINDUNILVR.NS,23,FMCG
C0361,Stock,INFY.NS,14,IT
C0361,Stock,TATAMOTORS.NS,18,Auto
C0361,Stock,TCS.NS,44,IT
C0361,Stock,ICICIBANK.NS,21,Banking
C0361,Stock,HDFCBANK.NS,46,Banking
C0361,Bond,NA,37868,Debt
C0361,Cash,NA,33469,Liquid
C0362,Stock,INFY.NS,45,IT
C0362,Stock,HINDUNILVR.NS,35,FMCG
C0362,ETF,NIFTYBEES.NS,20,Index
C0362,Bond,NA,67714,Debt
C0362,Cash,NA,28285,Liquid
C0363,Stock,HINDUNILVR.NS,27,FMCG
C0363,Stock,RELIANCE.NS,5,Energy
C0363,Stock,ICICIBANK.NS,26,Banking
C0363,Bond,NA,25962,Debt
C0363,Cash,NA,40395,Liquid
C0364,Stock,HDFCBANK.NS,46,Banking
C0364,Stock,ICICIBANK.NS,27,Banking
C0364,Stock,RELIANCE.NS,44,Energy
C0364,ETF,GOLDBEES.NS,45,Commodity
C0364,Stock,INFY.NS,21,IT
C0364,Stock,TCS.NS,25,IT
C0364,Bond,NA,90455,Debt
C0364,Cash,NA,45964,Liquid
C0365,Stock,ICICIBANK.NS,43,Banking
C0365,Stock,TCS.NS,39,IT
C0365,ETF,GOLDBEES.NS,34,Commodity
C0365,Stock,SUNPHARMA.NS,12,Pharma
C0365,Stock,RELIANCE.NS,9,Energy
C0365,Stock,HDFCBANK.NS,11,Banking
C0365,Bond,NA,34182,Debt
C0365,Cash,NA,37429,Liquid
C0366,Stock,SUNPHARMA.NS,23,Pharma
C0366,Stock,ICICIBANK.NS,48,Banking
C0366,ETF,NIFTYBEES.NS,36,Index
C0366,Stock,TATAMOTORS.NS,26,Auto
C0366,Bond,NA,64304,Debt
C0366,Cash,NA,27950,Liquid
C0367,Stock,INFY.NS,25,IT
C0367,Stock,RELIANCE.NS,5,Energy
C0367,Stock,TATAMOTORS.NS,47,Auto
C0367,Stock,HDFCBANK.NS,16,Banking
C0367,ETF,GOLDBEES.NS,18,Commodity
C0367,Bond,NA,34109,Debt
C0367,Cash,NA,20411,Liquid
C0368,Stock,HINDUNILVR.NS,19,FMCG
C0368,Stock,TCS.NS,34,IT
C0368,Stock,TATAMOTORS.NS,47,Auto
C0368,Bond,NA,60403,Debt
C0368,Cash,NA,12610,Liquid
C0369,Stock,HDFCBANK.NS,47,Banking
C0369,Stock,HINDUNILVR.NS,27,FMCG
C0369,Stock,RELIANCE.NS,50,Energy
C0369,ETF,NIFTYBEES.NS,23,Index
C0369,Bond,NA,20821,Debt
C0369,Cash,NA,28749,Liquid
C0370,Stock,TCS.NS,32,IT
C0370,Stock,RELIANCE.NS,6,Energy
C0370,Stock,TATAMOTORS.NS,24,Auto
C0370,ETF,NIFTYBEES.NS,25,Index
C0370,Stock,SUNPHARMA.NS,24,Pharma
C0370,Bond,NA,80495,Debt
C0370,Cash,NA,19884,Liquid
C0371,Stock,RELIANCE.NS,22,Energy
C0371,Stock,HINDUNILVR.NS,18,FMCG
C0371,Stock,INFY.NS,17,IT
C0371,Stock,SUNPHARMA.NS,37,Pharma
C0371,Stock,TCS.NS,22,IT
C0371,Bond,NA,82311,Debt
C0371,Cash,NA,48310,Liquid
C0372,Stock,INFY.NS,7,IT
C0372,Stock,HDFCBANK.NS,8,Banking
C0372,Stock,SUNPHARMA.NS,5,Pharma
C0372,ETF,NIFTYBEES.NS,29,Index
C0372,Stock,RELIANCE.NS,40,Energy
C0372,Stock,HINDUNILVR.NS,24,FMCG
C0372,Bond,NA,76332,Debt
C0372,Cash,NA,17800,Liquid
C0373,Stock,RELIANCE.NS,7,Energy
C0373,ETF,NIFTYBEES.NS,39,Index
C0373,Stock,TATAMOTORS.NS,38,Auto
C0373,Stock,INFY.NS,24,IT
C0373,Bond,NA,21858,Debt
C0373,Cash,NA,37415,Liquid
C0374,Stock,ICICIBANK.NS,15,Banking
C0374,Stock,SUNPHARMA.NS,12,Pharma
C0374,Stock,RELIANCE.NS,42,Energy
C0374,ETF,GOLDBEES.NS,46,Commodity
C0374,Stock,HDFCBANK.NS,10,Banking
C0374,ETF,NIFTYBEES.NS,47,Index
C0374,Bond,NA,67720,Debt
C0374,Cash,NA,33090,Liquid
C0375,Stock,HINDUNILVR.NS,34,FMCG
C0375,Stock,TCS.NS,47,IT
C0375,Stock,TATAMOTORS.NS,36,Auto
C0375,Bond,NA,72124,Debt
C0375,Cash,NA,23590,Liquid
C0376,Stock,INFY.NS,6,IT
C0376,Stock,HINDUNILVR.NS,47,FMCG
C0376,Stock,SUNPHARMA.NS,42,Pharma
C0376,Bond,NA,56228,Debt
C0376,Cash,NA,18910,Liquid
C0377,ETF,NIFTYBEES.NS,23,Index
C0377,Stock,TCS.NS,13,IT
C0377,Stock,ICICIBANK.NS,50,Banking
C0377,Bond,NA,65242,Debt
C0377,Cash,NA,24153,Liquid
C0378,Stock,TATAMOTORS.NS,36,Auto
C0378,ETF,GOLDBEES.NS,29,Commodity
C0378,Stock,SUNPHARMA.NS,40,Pharma
C0378,ETF,NIFTYBEES.NS,14,Index
C0378,Bond,NA,99129,Debt
C0378,Cash,NA,11811,Liquid
C0379,Stock,RELIANCE.NS,41,Energy
C0379,Stock,INFY.NS,36,IT
C0379,Stock,ICICIBANK.NS,13,Banking
C0379,Stock,HINDUNILVR.NS,24,FMCG
C0379,Bond,NA,20428,Debt
C0379,Cash,NA,36023,Liquid
C0380,Stock,SUNPHARMA.NS,9,Pharma
C0380,Stock,HDFCBANK.NS,14,Banking
C0380,Stock,HINDUNILVR.NS,10,FMCG
C0380,Stock,RELIANCE.NS,38,Energy
C0380,Stock,ICICIBANK.NS,48,Banking
C0380,ETF,NIFTYBEES.NS,18,Index
C0380,Bond,NA,42489,Debt
C0380,Cash,NA,15602,Liquid
C0381,Stock,SUNPHARMA.NS,46,Pharma
C0381,Stock,HDFCBANK.NS,22,Banking
C0381,Stock,TATAMOTORS.NS,39,Auto
C0381,Stock,TCS.NS,19,IT
C0381,Stock,HINDUNILVR.NS,49,FMCG
C0381,Bond,NA,67352,Debt
C0381,Cash,NA,27437,Liquid
C0382,ETF,NIFTYBEES.NS,27,Index
C0382,Stock,HINDUNILVR.NS,24,FMCG
C0382,Stock,TATAMOTORS.NS,14,Auto
C0382,Bond,NA,23199,Debt
C0382,Cash,NA,35749,Liquid
C0383,Stock,ICICIBANK.NS,9,Banking
C0383,Stock,TCS.NS,33,IT
C0383,Stock,INFY.NS,24,IT
C0383,Stock,HINDUNILVR.NS,26,FMCG
C0383,Stock,RELIANCE.NS,45,Energy
C0383,ETF,GOLDBEES.NS,37,Commodity
C0383,Bond,NA,49307,Debt
C0383,Cash,NA,37819,Liquid
C0384,Stock,SUNPHARMA.NS,39,Pharma
C0384,Stock,RELIANCE.NS,23,Energy
C0384,Stock,HDFCBANK.NS,49,Banking
C0384,Stock,INFY.NS,16,IT
C0384,ETF,GOLDBEES.NS,39,Commodity
C0384,Bond,NA,28184,Debt
C0384,Cash,NA,35762,Liquid
C0385,ETF,GOLDBEES.NS,15,Commodity
C0385,Stock,HDFCBANK.NS,33,Banking
C0385,Stock,TATAMOTORS.NS,48,Auto
C0385,Stock,TCS.NS,32,IT
C0385,Bond,NA,25694,Debt
C0385,Cash,NA,21218,Liquid
C0386,Stock,HDFCBANK.NS,43,Banking
C0386,Stock,TATAMOTORS.NS,43,Auto
C0386,ETF,NIFTYBEES.NS,24,Index
C0386,Stock,TCS.NS,13,IT
C0386,Bond,NA,76248,Debt
C0386,Cash,NA,20127,Liquid
C0387,Stock,TCS.NS,23,IT
C0387,Stock,SUNPHARMA.NS,41,Pharma
C0387,Stock,HINDUNILVR.NS,38,FMCG
C0387,Stock,ICICIBANK.NS,29,Banking
C0387,Bond,NA,78994,Debt
C0387,Cash,NA,27524,Liquid
C0388,Stock,TCS.NS,44,IT
C0388,Stock,TATAMOTORS.NS,14,Auto
C0388,Stock,HDFCBANK.NS,14,Banking
C0388,ETF,GOLDBEES.NS,23,Commodity
C0388,Stock,ICICIBANK.NS,16,Banking
C0388,Bond,NA,60547,Debt
C0388,Cash,NA,46902,Liquid
C0389,Stock,HINDUNILVR.NS,21,FMCG
C0389,ETF,GOLDBEES.NS,5,Commodity
C0389,Stock,HDFCBANK.NS,48,Banking
C0389,Stock,SUNPHARMA.NS,46,Pharma
C0389,Stock,INFY.NS,29,IT
C0389,Stock,RELIANCE.NS,45,Energy
C0389,Bond,NA,52117,Debt
C0389,Cash,NA,14181,Liquid
C0390,ETF,NIFTYBEES.NS,35,Index
C0390,Stock,INFY.NS,33,IT
C0390,Stock,HDFCBANK.NS,32,Banking
C0390,Stock,TCS.NS,22,IT
C0390,Bond,NA,80161,Debt
C0390,Cash,NA,13476,Liquid
C0391,ETF,GOLDBEES.NS,50,Commodity
C0391,Stock,TCS.NS,31,IT
C0391,Stock,HINDUNILVR.NS,40,FMCG
C0391,Stock,HDFCBANK.NS,5,Banking
C0391,Stock,INFY.NS,45,IT
C0391,Bond,NA,91099,Debt
C0391,Cash,NA,20473,Liquid
C0392,Stock,HINDUNILVR.NS,22,FMCG
C0392,Stock,TCS.NS,25,IT
C0392,Stock,ICICIBANK.NS,41,Banking
C0392,Bond,NA,64760,Debt
C0392,Cash,NA,10574,Liquid
C0393,Stock,TCS.NS,7,IT
C0393,Stock,INFY.NS,23,IT
C0393,Stock,SUNPHARMA.NS,6,Pharma
C0393,Bond,NA,47025,Debt
C0393,Cash,NA,14971,Liquid
C0394,Stock,INFY.NS,21,IT
C0394,Stock,ICICIBANK.NS,17,Banking
C0394,Stock,HDFCBANK.NS,48,Banking
C0394,ETF,NIFTYBEES.NS,44,Index
C0394,Stock,SUNPHARMA.NS,12,Pharma
C0394,Bond,NA,24458,Debt
C0394,Cash,NA,22817,Liquid
C0395,Stock,INFY.NS,17,IT
C0395,ETF,NIFTYBEES.NS,22,Index
C0395,ETF,GOLDBEES.NS,28,Commodity
C0395,Stock,TATAMOTORS.NS,11,Auto
C0395,Stock,SUNPHARMA.NS,30,Pharma
C0395,Stock,TCS.NS,27,IT
C0395,Bond,NA,99265,Debt
C0395,Cash,NA,34250,Liquid
C0396,Stock,TCS.NS,31,IT
C0396,ETF,GOLDBEES.NS,7,Commodity
C0396,ETF,NIFTYBEES.NS,40,Index
C0396,Stock,RELIANCE.NS,6,Energy
C0396,Bond,NA,86482,Debt
C0396,Cash,NA,42149,Liquid
C0397,ETF,NIFTYBEES.NS,7,Index
C0397,Stock,HDFCBANK.NS,7,Banking
C0397,Stock,ICICIBANK.NS,48,Banking
C0397,Stock,INFY.NS,21,IT
C0397,Bond,NA,36974,Debt
C0397,Cash,NA,23020,Liquid
C0398,Stock,TCS.NS,9,IT
C0398,Stock,RELIANCE.NS,14,Energy
C0398,Stock,ICICIBANK.NS,35,Banking
C0398,Bond,NA,53403,Debt
C0398,Cash,NA,24674,Liquid
C0399,Stock,RELIANCE.NS,46,Energy
C0399,Stock,ICICIBANK.NS,12,Banking
C0399,Stock,INFY.NS,28,IT
C0399,Stock,SUNPHARMA.NS,10,Pharma
C0399,Stock,TCS.NS,45,IT
C0399,Bond,NA,67452,Debt
C0399,Cash,NA,23363,Liquid
C0400,ETF,NIFTYBEES.NS,36,Index
C0400,ETF,GOLDBEES.NS,35,Commodity
C0400,Stock,TATAMOTORS.NS,19,Auto
C0400,Stock,TCS.NS,13,IT
C0400,Stock,HDFCBANK.NS,45,Banking
C0400,Bond,NA,67667,Debt
C0400,Cash,NA,44030,Liquid
C0401,Stock,HINDUNILVR.NS,33,FMCG
C0401,Stock,SUNPHARMA.NS,40,Pharma
C0401,Stock,TCS.NS,42,IT
C0401,Stock,RELIANCE.NS,19,Energy
C0401,Stock,ICICIBANK.NS,8,Banking
C0401,Stock,HDFCBANK.NS,46,Banking
C0401,Bond,NA,93748,Debt
C0401,Cash,NA,15746,Liquid
C0402,ETF,GOLDBEES.NS,11,Commodity
C0402,Stock,RELIANCE.NS,35,Energy
C0402,Stock,SUNPHARMA.NS,29,Pharma
C0402,Stock,TATAMOTORS.NS,32,Auto
C0402,Stock,HDFCBANK.NS,49,Banking
C0402,Bond,NA,96488,Debt
C0402,Cash,NA,18752,Liquid
C0403,Stock,HDFCBANK.NS,36,Banking
C0403,ETF,GOLDBEES.NS,46,Commodity
C0403,Stock,RELIANCE.NS,24,Energy
C0403,Stock,ICICIBANK.NS,34,Banking
C0403,Stock,TCS.NS,34,IT
C0403,Stock,HINDUNILVR.NS,41,FMCG
C0403,Bond,NA,99072,Debt
C0403,Cash,NA,46754,Liquid
C0404,ETF,NIFTYBEES.NS,33,Index
C0404,Stock,INFY.NS,49,IT
C0404,Stock,HDFCBANK.NS,12,Banking
C0404,Stock,TATAMOTORS.NS,46,Auto
C0404,Bond,NA,77015,Debt
C0404,Cash,NA,41813,Liquid
C0405,Stock,INFY.NS,44,IT
C0405,ETF,NIFTYBEES.NS,8,Index
C0405,Stock,RELIANCE.NS,11,Energy
C0405,Stock,TCS.NS,24,IT
C0405,Stock,HINDUNILVR.NS,47,FMCG
C0405,ETF,GOLDBEES.NS,15,Commodity
C0405,Bond,NA,34863,Debt
C0405,Cash,NA,38248,Liquid
C0406,Stock,HDFCBANK.NS,5,Banking
C0406,ETF,NIFTYBEES.NS,32,Index
C0406,Stock,HINDUNILVR.NS,12,FMCG
C0406,ETF,GOLDBEES.NS,39,Commodity
C0406,Bond,NA,52308,Debt
C0406,Cash,NA,23073,Liquid
C0407,Stock,SUNPHARMA.NS,12,Pharma
C0407,ETF,GOLDBEES.NS,40,Commodity
C0407,ETF,NIFTYBEES.NS,42,Index
C0407,Stock,INFY.NS,50,IT
C0407,Bond,NA,89657,Debt
C0407,Cash,NA,41998,Liquid
C0408,ETF,GOLDBEES.NS,50,Commodity
C0408,Stock,INFY.NS,45,IT
C0408,Stock,SUNPHARMA.NS,7,Pharma
C0408,Stock,TATAMOTORS.NS,40,Auto
C0408,ETF,NIFTYBEES.NS,13,Index
C0408,Stock,ICICIBANK.NS,11,Banking
C0408,Bond,NA,45159,Debt
C0408,Cash,NA,10696,Liquid
C0409,Stock,ICICIBANK.NS,19,Banking
C0409,ETF,GOLDBEES.NS,10,Commodity
C0409,Stock,TATAMOTORS.NS,14,Auto
C0409,Stock,HDFCBANK.NS,13,Banking
C0409,Stock,TCS.NS,26,IT
C0409,Stock,RELIANCE.NS,9,Energy
C0409,Bond,NA,76734,Debt
C0409,Cash,NA,15134,Liquid
C0410,Stock,TATAMOTORS.NS,29,Auto
C0410,ETF,GOLDBEES.NS,44,Commodity
C0410,Stock,HDFCBANK.NS,44,Banking
C0410,ETF,NIFTYBEES.NS,25,Index
C0410,Bond,NA,60027,Debt
C0410,Cash,NA,27296,Liquid
C0411,ETF,GOLDBEES.NS,43,Commodity
C0411,Stock,HDFCBANK.NS,28,Banking
C0411,Stock,TCS.NS,47,IT
C0411,Bond,NA,39921,Debt
C0411,Cash,NA,46388,Liquid
C0412,Stock,SUNPHARMA.NS,10,Pharma
C0412,Stock,INFY.NS,37,IT
C0412,Stock,TATAMOTORS.NS,40,Auto
C0412,Stock,ICICIBANK.NS,24,Banking
C0412,Stock,RELIANCE.NS,7,Energy
C0412,Stock,HINDUNILVR.NS,43,FMCG
C0412,Bond,NA,48629,Debt
C0412,Cash,NA,33514,Liquid
C0413,Stock,SUNPHARMA.NS,16,Pharma
C0413,Stock,ICICIBANK.NS,45,Banking
C0413,Stock,INFY.NS,32,IT
C0413,Stock,HDFCBANK.NS,24,Banking
C0413,Stock,RELIANCE.NS,41,Energy
C0413,Stock,TATAMOTORS.NS,10,Auto
C0413,Bond,NA,39503,Debt
C0413,Cash,NA,19299,Liquid
C0414,Stock,TATAMOTORS.NS,26,Auto
C0414,Stock,ICICIBANK.NS,22,Banking
C0414,Stock,RELIANCE.NS,36,Energy
C0414,Bond,NA,37092,Debt
C0414,Cash,NA,40589,Liquid
C0415,ETF,GOLDBEES.NS,16,Commodity
C0415,Stock,SUNPHARMA.NS,37,Pharma
C0415,Stock,RELIANCE.NS,46,Energy
C0415,Stock,TCS.NS,14,IT
C0415,Bond,NA,99081,Debt
C0415,Cash,NA,29376,Liquid
C0416,ETF,NIFTYBEES.NS,49,Index
C0416,Stock,SUNPHARMA.NS,9,Pharma
C0416,Stock,HINDUNILVR.NS,16,FMCG
C0416,ETF,GOLDBEES.NS,16,Commodity
C0416,Bond,NA,35085,Debt
C0416,Cash,NA,15073,Liquid
C0417,Stock,SUNPHARMA.NS,17,Pharma
C0417,Stock,ICICIBANK.NS,32,Banking
C0417,Stock,TCS.NS,30,IT
C0417,ETF,GOLDBEES.NS,20,Commodity
C0417,Stock,INFY.NS,11,IT
C0417,Stock,HDFCBANK.NS,11,Banking
C0417,Bond,NA,35047,Debt
C0417,Cash,NA,24913,Liquid
C0418,Stock,HDFCBANK.NS,48,Banking
C0418,Stock,SUNPHARMA.NS,24,Pharma
C0418,Stock,INFY.NS,12,IT
C0418,Stock,TCS.NS,16,IT
C0418,Stock,TATAMOTORS.NS,50,Auto
C0418,Bond,NA,53822,Debt
C0418,Cash,NA,37103,Liquid
C0419,Stock,INFY.NS,20,IT
C0419,Stock,SUNPHARMA.NS,34,Pharma
C0419,Stock,HINDUNILVR.NS,13,FMCG
C0419,Stock,HDFCBANK.NS,13,Banking
C0419,ETF,NIFTYBEES.NS,13,Index
C0419,Bond,NA,53054,Debt
C0419,Cash,NA,11276,Liquid
C0420,Stock,HDFCBANK.NS,9,Banking
C0420,Stock,HINDUNILVR.NS,38,FMCG
C0420,Stock,TATAMOTORS.NS,12,Auto
C0420,Stock,RELIANCE.NS,6,Energy
C0420,Stock,ICICIBANK.NS,22,Banking
C0420,Bond,NA,49782,Debt
C0420,Cash,NA,18568,Liquid
C0421,Stock,TCS.NS,24,IT
C0421,Stock,ICICIBANK.NS,34,Banking
C0421,Stock,HDFCBANK.NS,27,Banking
C0421,ETF,NIFTYBEES.NS,12,Index
C0421,Stock,HINDUNILVR.NS,43,FMCG
C0421,Bond,NA,62106,Debt
C0421,Cash,NA,18163,Liquid
C0422,ETF,GOLDBEES.NS,45,Commodity
C0422,Stock,RELIANCE.NS,21,Energy
C0422,Stock,TATAMOTORS.NS,36,Auto
C0422,Stock,INFY.NS,17,IT
C0422,Stock,ICICIBANK.NS,45,Banking
C0422,Stock,TCS.NS,15,IT
C0422,Bond,NA,71772,Debt
C0422,Cash,NA,34205,Liquid
C0423,Stock,HDFCBANK.NS,20,Banking
C0423,Stock,INFY.NS,50,IT
C0423,Stock,RELIANCE.NS,7,Energy
C0423,Bond,NA,60745,Debt
C0423,Cash,NA,49247,Liquid
C0424,Stock,TATAMOTORS.NS,21,Auto
C0424,Stock,TCS.NS,46,IT
C0424,Stock,HINDUNILVR.NS,12,FMCG
C0424,Bond,NA,95974,Debt
C0424,Cash,NA,23457,Liquid
C0425,Stock,TATAMOTORS.NS,7,Auto
C0425,ETF,NIFTYBEES.NS,37,Index
C0425,Stock,ICICIBANK.NS,50,Banking
C0425,Stock,HDFCBANK.NS,37,Banking
C0425,Stock,RELIANCE.NS,34,Energy
C0425,Stock,SUNPHARMA.NS,42,Pharma
C0425,Bond,NA,78761,Debt
C0425,Cash,NA,42397,Liquid
C0426,Stock,INFY.NS,21,IT
C0426,Stock,TATAMOTORS.NS,30,Auto
C0426,Stock,SUNPHARMA.NS,15,Pharma
C0426,Bond,NA,67354,Debt
C0426,Cash,NA,16902,Liquid
C0427,ETF,GOLDBEES.NS,43,Commodity
C0427,Stock,TATAMOTORS.NS,34,Auto
C0427,Stock,RELIANCE.NS,43,Energy
C0427,Stock,SUNPHARMA.NS,46,Pharma
C0427,Stock,HINDUNILVR.NS,38,FMCG
C0427,Bond,NA,20622,Debt
C0427,Cash,NA,20036,Liquid
C0428,Stock,SUNPHARMA.NS,10,Pharma
C0428,Stock,ICICIBANK.NS,22,Banking
C0428,Stock,HINDUNILVR.NS,14,FMCG
C0428,Stock,TCS.NS,43,IT
C0428,ETF,GOLDBEES.NS,19,Commodity
C0428,Stock,HDFCBANK.NS,11,Banking
C0428,Bond,NA,24265,Debt
C0428,Cash,NA,36807,Liquid
C0429,Stock,ICICIBANK.NS,30,Banking
C0429,Stock,TATAMOTORS.NS,6,Auto
C0429,Stock,RELIANCE.NS,23,Energy
C0429,ETF,GOLDBEES.NS,28,Commodity
C0429,Stock,HINDUNILVR.NS,24,FMCG
C0429,Bond,NA,58344,Debt
C0429,Cash,NA,37922,Liquid
C0430,Stock,SUNPHARMA.NS,30,Pharma
C0430,Stock,HINDUNILVR.NS,22,FMCG
C0430,Stock,TCS.NS,44,IT
C0430,Bond,NA,56009,Debt
C0430,Cash,NA,34522,Liquid
C0431,Stock,HINDUNILVR.NS,18,FMCG
